"","chr22"
"18679",143053
"18680",143062
"18681",143072
"18682",143080
"18683",143128
"18684",143133
"18685",143136
"18686",143137
"18687",143149
"18688",143167
"18689",143169
"18690",143171
"18691",143174
"18692",143179
"18693",143205
"18694",143215
"18695",143216
"18696",143218
"18697",143225
"18698",143231
"18699",143245
"18700",143248
"18701",143255
"18702",143272
"18703",143284
"18704",143290
"18705",143291
"18706",143305
"18707",143310
"18708",143320
"18709",143332
"18710",143333
"18711",143335
"18712",143363
"18713",143364
"18714",143366
"18715",143393
"18716",143396
"18717",143401
"18718",143412
"18719",143429
"18720",143440
"18721",143442
"18722",143445
"18723",143453
"18724",143454
"18725",143467
"18726",143479
"18727",143502
"18728",143507
"18729",143514
"18730",143545
"18731",143548
"18732",143550
"18733",143568
"18734",143586
"18735",143590
"18736",143592
"18737",143595
"18738",143606
"18739",143626
"18740",143633
"18741",143637
"18742",143646
"18743",143659
"18744",143664
"18745",143665
"18746",143684
"18747",143688
"18748",143693
"18749",143699
"18750",143700
"18751",143705
"18752",143709
"18753",143721
"18754",143734
"18755",143735
"18756",143739
"18757",143742
"18758",143743
"18759",143744
"18760",143767
"18761",143770
"18762",143783
"18763",143795
"18764",143808
"18765",143813
"18766",143815
"18767",143816
"18768",143817
"18769",143819
"18770",143853
"18771",143859
"18772",143865
"18773",143867
"18774",143873
"18775",143909
"18776",143925
"18777",143954
"18778",143964
"18779",143967
"18780",143982
"18781",143994
"18782",144011
"18783",144018
"18784",144030
"18785",144040
"18786",144051
"18787",144093
"18788",144118
"18789",144119
"18790",144121
"18791",144124
"18792",144128
"18793",144131
"18794",144135
"18795",144142
"18796",144143
"18797",144145
"18798",144151
"18799",144170
"18800",144183
"18801",144191
"18802",144198
"18803",144201
"18804",144221
"18805",144222
"18806",144228
"18807",144232
"18808",144241
"18809",144252
"18810",144257
"18811",144264
"18812",144298
"18813",144316
"18814",144317
"18815",144318
"18816",144329
"18817",144337
"18818",144369
"18819",144371
"18820",144372
"18821",144380
"18822",144405
"18823",144417
"18824",144425
"18825",144427
"18826",144432
"18827",144433
"18828",144454
"18829",144457
"18830",144464
"18831",144465
"18832",144468
"18833",144475
"18834",144539
"18835",144550
"18836",144567
"18837",144568
"18838",144581
"18839",144598
"18840",144612
"18841",144626
"18842",144627
"18843",144633
"18844",144670
"18845",144671
"18846",144721
"18847",144727
"18848",144737
"18849",144745
"18850",144746
"18851",144752
"18852",144756
"18853",144766
"18854",144768
"18855",144779
"18856",144783
"18857",144796
"18858",144801
"18859",144806
"18860",144813
"18861",144814
"18862",144816
"18863",144820
"18864",144827
"18865",144845
"18866",144867
"18867",144869
"18868",144881
"18869",144887
"18870",144900
"18871",144911
"18872",144918
"18873",144922
"18874",144927
"18875",144930
"18876",144932
"18877",144935
"18878",144939
"18879",144941
"18880",144943
"18881",144954
"18882",144956
"18883",144961
"18884",144989
"18885",144998
"18886",145003
"18887",145010
"18888",145013
"18889",145014
"18890",145027
"18891",145032
"18892",145039
"18893",145040
"18894",145050
"18895",145076
"18896",145078
"18897",145085
"18898",145095
"18899",145100
"18900",145104
"18901",145107
"18902",145111
"18903",145116
"18904",145121
"18905",145125
"18906",145135
"18907",145137
"18908",145139
"18909",145145
"18910",145167
"18911",145180
"18912",145185
"18913",145186
"18914",145192
"18915",145197
"18916",145213
"18917",145216
"18918",145217
"18919",145222
"18920",145229
"18921",145243
"18922",145268
"18923",145274
"18924",145282
"18925",145291
"18926",145300
"18927",145302
"18928",145305
"18929",145314
"18930",145317
"18931",145329
"18932",145337
"18933",145344
"18934",145386
"18935",145402
"18936",145406
"18937",145409
"18938",145423
"18939",145429
"18940",145436
"18941",145438
"18942",145440
"18943",145456
"18944",145468
"18945",145470
"18946",145479
"18947",145483
"18948",145484
"18949",145487
"18950",145491
"18951",145498
"18952",145506
"18953",145507
"18954",145527
"18955",145534
"18956",145541
"18957",145555
"18958",145575
"18959",145577
"18960",145583
"18961",145591
"18962",145605
"18963",145607
"18964",145637
"18965",145652
"18966",145667
"18967",145670
"18968",145677
"18969",145684
"18970",145704
"18971",145723
"18972",145725
"18973",145729
"18974",145755
"18975",145759
"18976",145768
"18977",145771
"18978",145785
"18979",145788
"18980",145792
"18981",145797
"18982",145812
"18983",145817
"18984",145823
"18985",145836
"18986",145854
"18987",145862
"18988",145871
"18989",145884
"18990",145886
"18991",145887
"18992",145894
"18993",145897
"18994",145902
"18995",145909
"18996",145923
"18997",145934
"18998",145938
"18999",145939
"19000",145940
"19001",145941
"19002",145982
"19003",146017
"19004",146024
"19005",146025
"19006",146037
"19007",146042
"19008",146046
"19009",146055
"19010",146060
"19011",146061
"19012",146088
"19013",146122
"19014",146135
"19015",146151
"19016",146177
"19017",146189
"19018",146196
"19019",146213
"19020",146218
"19021",146220
"19022",146222
"19023",146253
"19024",146262
"19025",146276
"19026",146285
"19027",146290
"19028",146293
"19029",146294
"19030",146299
"19031",146300
"19032",146308
"19033",146320
"19034",146334
"19035",146335
"19036",146369
"19037",146379
"19038",146382
"19039",146397
"19040",146403
"19041",146407
"19042",146412
"19043",146413
"19044",146428
"19045",146432
"19046",146448
"19047",146452
"19048",146456
"19049",146457
"19050",146458
"19051",146470
"19052",146471
"19053",146481
"19054",146484
"19055",146494
"19056",146500
"19057",146508
"19058",146512
"19059",146520
"19060",146528
"19061",146540
"19062",146542
"19063",146548
"19064",146557
"19065",146576
"19066",146585
"19067",146594
"19068",146602
"19069",146604
"19070",146607
"19071",146616
"19072",146631
"19073",146638
"19074",146639
"19075",146643
"19076",146650
"19077",146663
"19078",146666
"19079",146668
"19080",146675
"19081",146682
"19082",146687
"19083",146702
"19084",146703
"19085",146704
"19086",146707
"19087",146708
"19088",146725
"19089",146734
"19090",146743
"19091",146749
"19092",146762
"19093",146777
"19094",146783
"19095",146791
"19096",146793
"19097",146800
"19098",146808
"19099",146823
"19100",146827
"19101",146829
"19102",146835
"19103",146836
"19104",146850
"19105",146854
"19106",146862
"19107",146865
"19108",146877
"19109",146878
"19110",146890
"19111",146899
"19112",146901
"19113",146907
"19114",146925
"19115",146932
"19116",146960
"19117",146980
"19118",146991
"19119",147001
"19120",147049
"19121",147050
"19122",147055
"19123",147059
"19124",147065
"19125",147076
"19126",147077
"19127",147093
"19128",147095
"19129",147100
"19130",147111
"19131",147131
"19132",147134
"19133",147139
"19134",147164
"19135",147204
"19136",147205
"19137",147223
"19138",147226
"19139",147229
"19140",147234
"19141",147237
"19142",147245
"19143",147246
"19144",147251
"19145",147255
"19146",147258
"19147",147259
"19148",147260
"19149",147261
"19150",147297
"19151",147299
"19152",147311
"19153",147312
"19154",147313
"19155",147316
"19156",147317
"19157",147318
"19158",147330
"19159",147339
"19160",147341
"19161",147359
"19162",147362
"19163",147396
"19164",147407
"19165",147409
"19166",147417
"19167",147418
"19168",147425
"19169",147428
"19170",147432
"19171",147433
"19172",147492
"19173",147496
"19174",147498
"19175",147509
"19176",147516
"19177",147531
"19178",147533
"19179",147544
"19180",147551
"19181",147556
"19182",147557
"19183",147558
"19184",147566
"19185",147570
"19186",147578
"19187",147582
"19188",147584
"19189",147604
"19190",147612
"19191",147619
"19192",147622
"19193",147633
"19194",147634
"19195",147638
"19196",147648
"19197",147652
"19198",147664
"19199",147667
"19200",147686
"19201",147688
"19202",147700
"19203",147711
"19204",147718
"19205",147731
"19206",147735
"19207",147743
"19208",147748
"19209",147749
"19210",147778
"19211",147786
"19212",147803
"19213",147805
"19214",147806
"19215",147818
"19216",147831
"19217",147833
"19218",147857
"19219",147858
"19220",147867
"19221",147868
"19222",147878
"19223",147888
"19224",147890
"19225",147898
"19226",147929
"19227",147932
"19228",147935
"19229",147962
"19230",147998
"19231",148004
"19232",148006
"19233",148059
"19234",148074
"19235",148077
"19236",148085
"19237",148096
"19238",148104
"19239",148108
"19240",148121
"19241",148123
"19242",148146
"19243",148158
"19244",148162
"19245",148164
"19246",148184
"19247",148240
"19248",148243
"19249",148244
"19250",148258
"19251",148262
"19252",148270
"19253",148271
"19254",148281
"19255",148284
"19256",148293
"19257",148297
"19258",148318
"19259",148319
"19260",148330
"19261",148346
"19262",148365
"19263",148382
"19264",148391
"19265",148409
"19266",148413
"19267",148419
"19268",148420
"19269",148428
"19270",148445
"19271",148479
"19272",148499
"19273",148517
"19274",148523
"19275",148525
"19276",148533
"19277",148540
"19278",148553
"19279",148554
"19280",148560
"19281",148572
"19282",148576
"19283",148608
"19284",148615
"19285",148616
"19286",148621
"19287",148631
"19288",148634
"19289",148648
"19290",148662
"19291",148669
"19292",148680
"19293",148683
"19294",148686
"19295",148691
"19296",148692
"19297",148702
"19298",148712
"19299",148719
"19300",148724
"19301",148725
"19302",148728
"19303",148732
"19304",148753
"19305",148755
"19306",148760
"19307",148764
"19308",148765
"19309",148779
"19310",148780
"19311",148791
"19312",148794
"19313",148804
"19314",148809
"19315",148815
"19316",148818
"19317",148820
"19318",148826
"19319",148828
"19320",148829
"19321",148834
"19322",148835
"19323",148838
"19324",148841
"19325",148842
"19326",148851
"19327",148860
"19328",148879
"19329",148889
"19330",148890
"19331",148904
"19332",148909
"19333",148927
"19334",148933
"19335",148954
"19336",148976
"19337",148995
"19338",148997
"19339",149005
"19340",149020
"19341",149025
"19342",149027
"19343",149045
"19344",149052
"19345",149071
"19346",149077
"19347",149086
"19348",149092
"19349",149117
"19350",149121
"19351",149124
"19352",149131
"19353",149136
"19354",149140
"19355",149142
"19356",149155
"19357",149156
"19358",149160
"19359",149199
"19360",149217
"19361",149259
"19362",149265
"19363",149269
"19364",149275
"19365",149276
"19366",149281
"19367",149319
"19368",149325
"19369",149329
"19370",149335
"19371",149338
"19372",149347
"19373",149353
"19374",149359
"19375",149361
"19376",149362
"19377",149382
"19378",149387
"19379",149402
"19380",149405
"19381",149426
"19382",149437
"19383",149438
"19384",149489
"19385",149494
"19386",149505
"19387",149516
"19388",149526
"19389",149532
"19390",149537
"19391",149548
"19392",149555
"19393",149557
"19394",149561
"19395",149572
"19396",149577
"19397",149584
"19398",149616
"19399",149647
"19400",149660
"19401",149661
"19402",149663
"19403",149672
"19404",149673
"19405",149683
"19406",149697
"19407",149705
"19408",149716
"19409",149717
"19410",149721
"19411",149746
"19412",149763
"19413",149779
"19414",149780
"19415",149786
"19416",149792
"19417",149811
"19418",149813
"19419",149814
"19420",149818
"19421",149819
"19422",149828
"19423",149838
"19424",149854
"19425",149883
"19426",149887
"19427",149903
"19428",149904
"19429",149928
"19430",149943
"19431",149955
"19432",149962
"19433",149970
"19434",149977
"19435",149989
"19436",149990
"19437",149997
"19438",150001
"19439",150005
"19440",150015
"19441",150025
"19442",150027
"19443",150037
"19444",150040
"19445",150052
"19446",150059
"19447",150063
"19448",150081
"19449",150084
"19450",150088
"19451",150099
"19452",150114
"19453",150117
"19454",150120
"19455",150124
"19456",150130
"19457",150151
"19458",150154
"19459",150163
"19460",150178
"19461",150183
"19462",150202
"19463",150223
"19464",150225
"19465",150226
"19466",150247
"19467",150265
"19468",150280
"19469",150287
"19470",150293
"19471",150295
"19472",150300
"19473",150304
"19474",150326
"19475",150340
"19476",150346
"19477",150369
"19478",150371
"19479",150377
"19480",150403
"19481",150412
"19482",150426
"19483",150434
"19484",150446
"19485",150447
"19486",150449
"19487",150452
"19488",150460
"19489",150482
"19490",150489
"19491",150495
"19492",150503
"19493",150505
"19494",150509
"19495",150513
"19496",150528
"19497",150530
"19498",150531
"19499",150539
"19500",150541
"19501",150546
"19502",150547
"19503",150552
"19504",150558
"19505",150559
"19506",150575
"19507",150577
"19508",150581
"19509",150586
"19510",150590
"19511",150597
"19512",150604
"19513",150606
"19514",150609
"19515",150613
"19516",150614
"19517",150617
"19518",150618
"19519",150627
"19520",150628
"19521",150629
"19522",150639
"19523",150643
"19524",150647
"19525",150654
"19526",150660
"19527",150667
"19528",150681
"19529",150699
"19530",150710
"19531",150716
"19532",150728
"19533",150732
"19534",150740
"19535",150744
"19536",150774
"19537",150783
"19538",150787
"19539",150812
"19540",150814
"19541",150820
"19542",150824
"19543",150827
"19544",150830
"19545",150831
"19546",150845
"19547",150853
"19548",150862
"19549",150881
"19550",150882
"19551",150883
"19552",150884
"19553",150885
"19554",150886
"19555",150889
"19556",150893
"19557",150907
"19558",150910
"19559",150932
"19560",150934
"19561",150959
"19562",150961
"19563",150962
"19564",150967
"19565",150975
"19566",150976
"19567",150993
"19568",150998
"19569",150999
"19570",151002
"19571",151003
"19572",151011
"19573",151038
"19574",151039
"19575",151046
"19576",151085
"19577",151090
"19578",151107
"19579",151147
"19580",151169
"19581",151178
"19582",151188
"19583",151191
"19584",151204
"19585",151230
"19586",151242
"19587",151245
"19588",151247
"19589",151250
"19590",151251
"19591",151252
"19592",151258
"19593",151261
"19594",151265
"19595",151268
"19596",151278
"19597",151286
"19598",151288
"19599",151290
"19600",151295
"19601",151300
"19602",151305
"19603",151306
"19604",151315
"19605",151320
"19606",151322
"19607",151323
"19608",151325
"19609",151328
"19610",151335
"19611",151343
"19612",151346
"19613",151347
"19614",151350
"19615",151356
"19616",151359
"19617",151362
"19618",151367
"19619",151375
"19620",151378
"19621",151386
"19622",151395
"19623",151408
"19624",151417
"19625",151424
"19626",151427
"19627",151428
"19628",151440
"19629",151450
"19630",151470
"19631",151476
"19632",151479
"19633",151488
"19634",151489
"19635",151499
"19636",151502
"19637",151511
"19638",151534
"19639",151544
"19640",151555
"19641",151567
"19642",151568
"19643",151572
"19644",151581
"19645",151585
"19646",151586
"19647",151587
"19648",151601
"19649",151619
"19650",151625
"19651",151640
"19652",151647
"19653",151656
"19654",151660
"19655",151663
"19656",151665
"19657",151692
"19658",151706
"19659",151710
"19660",151718
"19661",151722
"19662",151724
"19663",151735
"19664",151749
"19665",151756
"19666",151765
"19667",151773
"19668",151775
"19669",151779
"19670",151783
"19671",151789
"19672",151807
"19673",151820
"19674",151830
"19675",151853
"19676",151874
"19677",151876
"19678",151878
"19679",151879
